domain,value_score,quality_score,growth_score,risk_score,fit_score,speed_score,winner
products,0.005302246605756334,0.3548387096774194,0.35957685490305685,0.999778,0.000222,0.008431590715306442,0
education,0.00012972201296956732,0.08888888888888889,0.044444444444444446,0.6177451634422949,0.11222222222222224,0.07888888888888891,0
products,0.04341660999702724,0.8709677419354838,0.3320063648122588,0.999846,0.000154,0.04424317281839249,1
products,0.07402934560077677,0.6129032258064515,0.36733328382289326,0.999754,0.000246,0.0915490392244561,0
jobs,0.1911909391930251,0.8205128205128205,0.7692307692307694,1.0,0.5,1.0,1
products,0.17812290170247466,1.0,0.18273346335316357,0.99998,2e-05,0.1672976014411299,1
jobs,0.24626683552498066,0.7948717948717949,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
jobs,0.07467613369262821,0.717948717948718,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
education,1.3371188243092218e-06,0.0,0.06111111111111111,0.980653769179453,0.060000000000000005,0.0,0
education,0.00050767185535652,0.24777777777777774,0.2066666666666667,0.3802535023348899,0.18666666666666668,0.2111111111111111,0
jobs,0.383129410374511,0.6153846153846154,0.6153846153846154,1.0,0.5,0.4999999999999999,1
products,0.24930558242181763,0.806451612903226,0.3259066483837424,0.999858,0.000142,0.26623697245269456,1
jobs,0.08895630662683254,0.4615384615384615,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
education,0.0006951980466630494,0.31222222222222223,0.25777777777777783,0.3382254836557705,0.4355555555555556,0.32333333333333336,1
housing,0.15138084625960088,0.6049051542441082,0.9979272760624157,0.025343833593229982,0.8667218543046358,0.7270992366412214,1
jobs,0.16103534464821043,0.5641025641025641,0.6153846153846154,1.0,0.5,1.0,0
housing,0.18318259248421054,0.42115347767771616,0.9645129340401493,0.09533179207728938,0.6578366445916115,0.08587786259541985,0
jobs,0.15052879539458644,0.8461538461538463,0.30769230769230776,1.0,0.5,1.0,0
products,0.018227263024843482,0.7096774193548386,0.4563934355313176,0.999204,0.000796,0.02083070460005047,0
products,0.00507329442509299,0.7419354838709679,0.29962781248990494,0.9999,0.0001,0.005598908992101227,0
education,0.00019231165477310655,0.11333333333333333,0.1811111111111111,0.5263509006004002,0.08666666666666667,0.09444444444444444,0
education,0.0006804678874673449,0.31222222222222223,0.3011111111111111,0.34489659773182124,0.3577777777777778,0.33444444444444443,1
education,0.01369005384198005,0.8655555555555556,0.8455555555555555,0.04269513008672448,0.9033333333333333,0.9022222222222223,1
education,9.133381489902098e-05,0.05888888888888889,0.07444444444444444,0.6517678452301534,0.013333333333333326,0.029999999999999992,0
jobs,0.10819176892784389,0.6153846153846154,0.30769230769230776,0.6666666666666667,0.5,0.0,0
products,0.04550186765613348,1.0,0.4037623716583998,0.999602,0.000398,0.04261724620535279,1
education,0.015020186321123445,0.8611111111111112,0.6288888888888888,0.038692461641094064,0.9988888888888889,0.9322222222222223,1
products,0.10910862097151663,0.9677419354838711,0.3132723214103256,0.99988,0.00012,0.1045176191697323,1
products,0.03535993409483627,0.4193548387096775,0.3648345100210711,0.999762,0.000238,0.05202109575548868,0
products,0.008954655589832198,0.7096774193548386,0.2687290304146547,0.999934,6.6e-05,0.010199716238357538,0
products,0.005704907074586678,0.903225806451613,0.36855260220690916,0.99975,0.00025,0.005572642294269091,1
products,0.08044919810719318,0.8387096774193549,0.28299563073433015,0.99992,8e-05,0.08392300154183152,1
products,0.07352771935349262,0.806451612903226,0.49323015389030045,0.998708,0.001292,0.07844927819888181,1
cities,0.2470136175902029,0.7443529965062579,0.8122159235177978,0.563960640661523,0.6792861391233589,0.4641078467955202,0
jobs,0.1904690955890475,1.0,0.6153846153846154,0.6666666666666667,0.5,0.0,1
products,0.01714876166603696,0.8387096774193549,0.2934034749817509,0.999908,9.2e-05,0.0178004176712174,1
housing,0.24020600334233194,0.2793638628089673,0.9817655143515985,0.18444998793984232,0.09823399558498902,0.5229007633587786,0
jobs,0.1772575594493438,0.43589743589743585,0.30769230769230776,1.0,0.5,0.4999999999999999,0
jobs,0.09568409452297955,0.7948717948717949,0.0,0.3333333333333335,0.5,1.0,0
products,0.03347736970394294,0.48387096774193544,0.6087730948640212,0.994108,0.005892,0.04632384924966632,0
education,0.00024216425655573234,0.1411111111111111,0.17333333333333334,0.4963308872581721,0.14,0.17777777777777778,0
products,0.0318424980261621,0.8387096774193549,0.5216144561098364,0.998124,0.001876,0.03314925046715318,1
jobs,0.10286656682447898,0.7435897435897436,0.30769230769230776,1.0,0.5,1.0,0
education,0.00015018215642198277,0.09222222222222223,0.07666666666666665,0.5690460306871248,0.08333333333333333,0.08333333333333333,0
jobs,0.25310508347440536,0.7692307692307692,0.6153846153846154,1.0,0.5,0.0,1
jobs,0.21231449775355077,0.48717948717948717,0.7692307692307694,1.0,0.5,0.4999999999999999,0
products,0.0013217884405843912,1.0,0.2112872673865934,0.99997,3e-05,0.0010824473663189843,1
products,0.02644807742797391,0.6451612903225806,0.502844482594398,0.998534,0.001466,0.031837447597837444,0
products,0.01569160121712747,0.4516129032258064,0.2566073823691271,0.999944,5.6e-05,0.022410742534549416,0
cities,0.20312781500543786,0.3071795061720141,0.5773514278827946,0.6194411711357385,0.09409027603378237,0.24226266056574586,0
jobs,0.19369812551858426,0.7435897435897436,0.6153846153846154,0.6666666666666667,0.5,0.0,1
cities,0.3279589944167582,0.733563562875673,0.8105371326922083,0.3780249836687551,0.43919927773890893,0.7169216441139409,0
products,0.014875356283830656,0.8709677419354838,0.4210714135918679,0.9995,0.0005,0.01507757786955872,1
jobs,0.02780253852615463,0.717948717948718,0.0,0.6666666666666667,0.5,0.4999999999999999,0
products,0.002244252277262953,0.8387096774193549,0.08372059892189866,0.999996,4e-06,0.0022314148725446985,0
jobs,0.08347440537812018,0.7435897435897436,0.0,0.3333333333333335,0.5,1.0,0
education,0.00039399384333496017,0.19,0.1711111111111111,0.3975983989326217,0.09000000000000001,0.18,0
jobs,0.3353002073052628,0.358974358974359,0.6153846153846154,0.6666666666666667,0.5,1.0,0
housing,0.11482290607579845,0.7913393370377467,0.9975771575728775,0.02577000404214644,0.8661699779249448,0.9312977099236641,1
products,0.028454364704004732,0.806451612903226,0.3862797640850067,0.999684,0.000316,0.03029633564876303,0
products,0.06400930624539332,0.903225806451613,0.4562022038796104,0.999206,0.000794,0.06388479733011293,1
jobs,0.35105489350880215,0.48717948717948717,0.9230769230769234,0.3333333333333335,0.5,0.0,1
products,0.006280406908841766,0.5806451612903226,0.37658168176898754,0.999722,0.000278,0.00796826336984996,0
products,0.011001070738108491,0.6129032258064515,0.4612041346864611,0.999152,0.000848,0.013582645055931802,0
products,0.014858628878546675,0.903225806451613,0.3872323486537734,0.99968,0.00032,0.01472758175987914,1
products,0.008467931323742586,0.806451612903226,0.7425865338139721,0.965882,0.034118,0.00894435096012229,1
products,0.0035291557308196417,0.48387096774193544,0.6297725696588475,0.992238,0.007762,0.004919340533884287,0
products,0.01383901165961223,0.4516129032258064,0.48633122412488616,0.99882,0.00118,0.019771854904205414,0
education,5.238295536815836e-05,0.025555555555555564,0.07555555555555557,0.6937958639092728,0.0,0.04666666666666666,0
jobs,0.06130789840757705,0.6666666666666667,0.0,1.0,0.5,0.4999999999999999,0
products,0.08789732434446859,0.7741935483870968,0.6640502971743124,0.987828,0.012172,0.09599570842715267,1
education,0.0036161007510637686,0.6533333333333333,0.6633333333333333,0.12608405603735823,0.4422222222222222,0.5555555555555556,1
housing,0.26564843381754294,0.3521747461199464,0.9972175976858685,0.15157044587164073,0.19757174392935994,0.9122137404580153,0
education,0.0012313939787858789,0.42666666666666664,0.3244444444444445,0.25216811207471646,0.31555555555555553,0.3622222222222222,1
education,0.0006382996382363529,0.2922222222222222,0.2177777777777778,0.3482321547698466,0.2744444444444445,0.35222222222222227,1
jobs,0.17346081622272858,0.6153846153846154,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
products,0.014916257197895424,0.6774193548387097,0.5527023680153712,0.997178,0.002822,0.017475171515258896,0
products,0.021402518941050084,0.9354838709677419,0.2591908763277744,0.999942,5.8e-05,0.020816961294431988,1
jobs,0.5239146015346241,0.6923076923076923,0.9230769230769234,0.3333333333333335,0.5,0.0,1
education,0.10517272562850424,0.9233333333333332,0.8577777777777779,0.00533689126084056,0.6355555555555555,1.0,1
jobs,0.18085393327699015,0.6410256410256411,0.30769230769230776,0.3333333333333335,0.5,1.0,0
jobs,0.27424919274251763,0.6666666666666667,0.6153846153846154,0.6666666666666667,0.5,1.0,1
products,0.0287543698586597,1.0,0.43491475055076095,0.9994,0.0006,0.02687250413095608,1
products,0.024669642884760437,0.5806451612903226,0.3957332920963214,0.999642,0.000358,0.03133067046277861,0
jobs,0.07838810525044891,0.48717948717948717,0.30769230769230776,0.6666666666666667,0.5,0.0,0
cities,0.6802177109936411,0.5480409538075887,0.48563737720171923,0.5880365706015607,0.480305071269136,0.3743469794592569,1
products,0.0626842634641067,0.7419354838709679,0.1954639490437118,0.999976,2.4e-05,0.0700769026846553,0
housing,0.1533176365518501,0.5407166123778502,0.9998400582309429,0.019490540414163107,0.8885209713024282,0.7595419847328244,0
products,0.009101958657321566,1.0,0.23894276113730986,0.999956,4.4e-05,0.0083967802200249,1
cities,0.45179625937514906,0.2131984206461033,0.3615775105326162,0.8405708425192826,0.3057839737020131,0.15511812125101243,0
jobs,0.43779943023163215,1.0,0.7692307692307694,0.6666666666666667,0.5,1.0,1
products,0.16050783555502923,0.9677419354838711,0.4498147371788726,0.99927,0.00073,0.1538254648654811,1
cities,0.06774828400396031,0.6193919179916298,0.6137463866631885,0.5234387186911228,0.4223818112003503,0.5205601053412343,0
jobs,0.38057598495688205,0.6666666666666667,0.6153846153846154,0.6666666666666667,0.5,0.4999999999999999,1
education,0.0007810582994356335,0.32555555555555554,0.31888888888888894,0.3135423615743829,0.3611111111111111,0.29444444444444445,1
products,0.019285686661388683,0.806451612903226,0.4147436497915257,0.99954,0.00046,0.020501217657658673,0
education,0.00032960719660793066,0.17666666666666664,0.09333333333333332,0.4416277518345564,0.23666666666666666,0.1677777777777778,0
products,0.040457611482987196,0.4193548387096775,0.12264846055922737,0.999992,8e-06,0.05950930539595988,0
education,0.0005203965865930054,0.24222222222222223,0.35888888888888887,0.36624416277518346,0.19222222222222224,0.22555555555555556,0
jobs,0.3396723703443014,0.38461538461538464,0.6153846153846154,0.6666666666666667,0.5,0.0,0
products,0.031250034670153234,0.9677419354838711,0.41032960963437143,0.999566,0.000434,0.029827000051435074,1
products,0.05737678249946104,0.903225806451613,0.6698228440733691,0.98687,0.01313,0.057251391301544,1
jobs,0.1662038476062279,0.6666666666666667,0.6153846153846154,1.0,0.5,0.0,0
jobs,0.3521081172726128,0.9487179487179487,0.6153846153846154,0.3333333333333335,0.5,1.0,1
education,0.0037486327502605312,0.6766666666666667,0.7411111111111112,0.12541694462975317,0.7811111111111111,0.6733333333333332,1
education,0.00010777854447152709,0.06111111111111111,0.07,0.5983989326217478,0.0711111111111111,0.00777777777777777,0
products,0.038264041152029415,0.9354838709677419,0.4830374628280588,0.99887,0.00113,0.03732939804543294,1
education,0.2517295170916983,0.9888888888888889,0.8188888888888889,0.0020013342228152103,1.0,0.8877777777777779,1
education,3.316403881140085e-05,0.008888888888888898,0.0,0.7251501000667111,0.0,0.010000000000000004,0
jobs,0.3831962001741672,0.6923076923076923,0.6153846153846154,0.3333333333333335,0.5,1.0,1
products,0.02364475739243076,0.5483870967741936,0.2900896584030247,0.999912,8.8e-05,0.030879020220540003,0
jobs,0.33961842473688675,0.7435897435897436,0.7692307692307694,0.3333333333333335,0.5,0.0,1
education,0.0004054427632437481,0.21555555555555553,0.18888888888888888,0.4209472981987992,0.3077777777777778,0.19777777777777777,1
products,0.05082489289867637,0.7741935483870968,0.533674018164915,0.997802,0.002198,0.05546928845132953,0
products,0.11183140916715725,0.903225806451613,0.6226799783579109,0.992928,0.007072,0.11171326172341813,1
jobs,0.10150251360842168,0.8974358974358974,0.30769230769230776,0.0,0.5,0.4999999999999999,0
products,0.018122833157688704,0.9677419354838711,0.6251182622792287,0.992698,0.007302,0.017233927728473382,1
education,0.0015524205703261592,0.46222222222222226,0.35555555555555557,0.21547698465643764,0.47333333333333333,0.5855555555555556,1
jobs,0.12828779210904206,0.5897435897435898,0.0,0.6666666666666667,0.5,0.4999999999999999,0
products,0.026967986213194937,0.7741935483870968,0.39002067578687566,0.999668,0.000332,0.029389665886687056,0
jobs,0.14243952312083044,0.7948717948717949,0.30769230769230776,1.0,0.5,0.4999999999999999,0
products,0.05678284193614812,0.7419354838709679,0.2981187379651031,0.999902,9.8e-05,0.06347205249025678,0
products,0.0091286240753538,1.0,0.46951956789018584,0.999054,0.000946,0.008421849047279013,1
jobs,0.5237758842584149,0.6410256410256411,0.7692307692307694,0.6666666666666667,0.5,1.0,1
jobs,0.13759726264574948,0.8461538461538463,0.0,0.6666666666666667,0.5,0.0,0
products,0.0558897288957833,1.0,0.5346377896601476,0.997774,0.002226,0.05238313469214394,1
jobs,0.09777256018146274,0.9487179487179487,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
products,0.06354296453639838,0.7419354838709679,0.4761369383349145,0.998968,0.001032,0.07103795790116306,0
products,0.008339151545343896,0.8709677419354838,0.321550847261303,0.999866,0.000134,0.008398393352264362,1
products,0.13714942287282605,0.9677419354838711,0.4395793616391174,0.999362,0.000638,0.13141747638619516,1
jobs,0.3417531294874397,0.8974358974358974,0.7692307692307694,1.0,0.5,0.4999999999999999,1
jobs,0.4588716120231915,1.0,0.9230769230769234,0.3333333333333335,0.5,0.4999999999999999,1
products,0.010989296968554227,0.3548387096774194,0.1954639490437118,0.999976,2.4e-05,0.017342488152958645,0
jobs,0.04042837949964165,0.6666666666666667,0.0,0.6666666666666667,0.5,0.4999999999999999,0
education,0.001099518598162114,0.4077777777777778,0.2788888888888889,0.27084723148765844,0.4633333333333334,0.34111111111111114,1
jobs,0.6118125467207493,0.8461538461538463,1.0,0.0,0.5,0.4999999999999999,1
products,0.04433016602511117,0.903225806451613,0.44005416550042176,0.999358,0.000642,0.04420303931841594,1
products,0.08693928848909249,0.7419354838709679,0.4310192292435237,0.99943,0.00057,0.09722304128743946,0
education,0.00031521909667971945,0.16666666666666666,0.16111111111111112,0.44229486324216144,0.19,0.17555555555555558,0
products,0.2821609402896142,0.903225806451613,0.05282181684664835,0.999998,2e-06,0.28206545070487066,1
products,0.022839061886283596,0.5483870967741936,0.35244962933655327,0.999798,0.000202,0.029827000051435074,0
jobs,0.04476971647730046,0.5384615384615385,0.0,0.6666666666666667,0.5,1.0,0
products,0.24065331501419568,0.5161290322580645,0.44261398939420554,0.999336,0.000664,0.3232282755631649,0
education,0.025806191432887034,0.9344444444444444,0.8777777777777778,0.02401601067378252,0.95,0.97,1
education,0.0003174053554939981,0.17666666666666664,0.13444444444444445,0.45563709139426284,0.14444444444444443,0.1711111111111111,0
jobs,0.16913232343731135,0.6923076923076923,0.30769230769230776,0.3333333333333335,0.5,0.0,0
products,0.020863820781322907,0.9677419354838711,0.3290175200403534,0.999852,0.000148,0.01986338804017755,1
products,0.08164279447484622,0.7419354838709679,0.3726728366094189,0.999736,0.000264,0.09129522383635728,0
jobs,0.3675596805392506,1.0,1.0,0.3333333333333335,0.5,1.0,1
jobs,0.15513472273242207,0.5384615384615385,0.30769230769230776,0.6666666666666667,0.5,1.0,0
cities,0.6397984163196082,0.48776044265646057,0.6220596279181012,0.46842939544808215,0.45151066247815297,0.43566027421006226,0
products,0.02953673146104273,0.903225806451613,0.2950078663084921,0.999906,9.4e-05,0.029407636877419735,1
products,0.44907003051903527,0.48387096774193544,0.3582037407590393,0.999782,0.000218,0.6208960077889415,1
products,0.011588718243733597,0.806451612903226,0.33765382013165884,0.999834,0.000166,0.012278362249898712,0
cities,0.21992161314379613,0.8051044826303345,0.8413927218110407,0.17833087327896327,0.6576338019178979,0.7244313344944538,1
products,0.09641860822955957,0.6129032258064515,0.4022228087262237,0.99961,0.00039,0.11924470563864537,0
education,0.002752847452022383,0.6066666666666666,0.6522222222222223,0.15476984656437626,0.6477777777777778,0.6566666666666666,1
products,0.023137345368829398,0.3548387096774194,0.16744119784379732,0.999984,1.6e-05,0.03637696234552242,0
products,0.05216221686841481,0.8709677419354838,0.24218604946184372,0.999954,4.6e-05,0.053180090241704225,1
products,0.0027816226189786948,0.6451612903225806,0.05282181684664835,0.999998,2e-06,0.0033125414091647303,0
products,0.012742899762659349,0.8387096774193549,0.366094138256974,0.999758,0.000242,0.013198127551160399,1
products,0.008429724101907158,0.19354838709677422,0.2917645779839582,0.99991,9e-05,0.016115538015847346,0
jobs,0.10932719552200082,0.6153846153846154,0.30769230769230776,0.6666666666666667,0.5,0.0,0
education,0.0004981260757546903,0.26222222222222225,0.31777777777777777,0.40226817878585724,0.29333333333333333,0.19222222222222224,1
products,0.0041443967940609,1.0,0.4328619456671081,0.999416,0.000584,0.0037360521638803708,1
products,0.032068843588503475,0.7419354838709679,0.15846545053994504,0.999986,1.4e-05,0.03581223256085912,0
jobs,0.155206650208975,0.6410256410256411,0.30769230769230776,1.0,0.5,0.0,0
jobs,0.00200883166658532,0.8205128205128205,0.0,0.6666666666666667,0.5,0.0,0
jobs,0.1377642371448902,0.5897435897435898,0.30769230769230776,0.3333333333333335,0.5,1.0,0
jobs,0.30095997492813675,0.6666666666666667,0.7692307692307694,1.0,0.5,1.0,1
products,0.06237108327457259,0.48387096774193544,0.35889339047230684,0.99978,0.00022,0.0862704723250884,0
education,0.0028177872046564398,0.5822222222222222,0.42888888888888893,0.14609739826551035,0.6222222222222222,0.6811111111111111,1
products,0.02796402450199419,0.7741935483870968,0.22829209425252406,0.999962,3.8e-05,0.030478503721963715,0
jobs,0.617530781106707,0.5897435897435898,1.0,0.6666666666666667,0.5,0.4999999999999999,1
jobs,0.2270673369622458,0.6153846153846154,0.30769230769230776,0.0,0.5,1.0,0
products,0.0050799804854944714,0.6774193548387097,0.5716678542423286,0.99638,0.00362,0.0059160089404988805,0
education,0.0016873707439772978,0.4888888888888889,0.48444444444444446,0.20813875917278185,0.29000000000000004,0.5177777777777778,1
jobs,0.353736760848847,0.8461538461538463,0.6153846153846154,1.0,0.5,0.0,1
jobs,0.20813242875968774,0.358974358974359,0.7692307692307694,1.0,0.5,0.4999999999999999,0
products,0.026499667826966552,0.7741935483870968,0.6631435246723338,0.987972,0.012028,0.02887771490687492,0
education,0.007223277265328268,0.7966666666666667,0.8433333333333334,0.07538358905937291,0.8677777777777778,0.7333333333333333,1
jobs,0.009273506798430954,0.8205128205128205,0.0,0.3333333333333335,0.5,0.4999999999999999,0
education,1.285486417303098e-05,0.0,0.043333333333333335,0.8405603735823882,0.00777777777777777,0.026666666666666672,0
products,0.04414119686769129,0.8387096774193549,0.2934034749817509,0.999908,9.2e-05,0.04599626687602748,1
cities,0.19249931528074127,0.7255195509568038,0.7125616487391486,0.2635581356066433,0.6006701613638852,0.6312046261084998,0
jobs,0.3920073160519008,0.7948717948717949,1.0,1.0,0.5,0.4999999999999999,1
education,1.6885458536768273e-05,0.0,0.012222222222222218,0.800533689126084,0.0,0.03555555555555555,0
jobs,0.19008120098335135,0.6666666666666667,0.30769230769230776,0.6666666666666667,0.5,0.0,0
housing,0.4923814493016644,0.5100593983521748,0.7992536350504238,0.28721827311177234,0.44674392935982343,0.08587786259541985,1
products,0.10154366138149963,0.8709677419354838,0.4144130385431856,0.999542,0.000458,0.1036417561211894,1
cities,0.25227607142183084,0.6911551599757414,0.8462091525754634,0.36365291284003826,0.3594731886682348,0.6500621599892784,0
products,0.22667069513416613,0.7741935483870968,0.5748006040403132,0.996228,0.003772,0.24769840735337167,1
products,0.14278781616748024,0.7741935483870968,0.4546548253714862,0.999222,0.000778,0.1560002734784515,1
products,0.022410973045924702,0.3548387096774194,0.6185405901588968,0.993302,0.006698,0.03523882766092495,0
education,0.0001929002667094816,0.10444444444444442,0.10111111111111112,0.5043362241494329,0.004444444444444449,0.1366666666666667,0
products,0.010753886373828838,0.48387096774193544,0.28837709704646025,0.999914,8.6e-05,0.014907796711808911,0
products,0.12388259941673188,1.0,0.4222762730491323,0.999492,0.000508,0.11630493496320693,1
cities,0.7546387047327847,0.18532133349547578,0.35395437986345024,0.9137987138457305,0.34479832109609615,0.0,0
housing,0.15412870717505514,0.5297949798812033,0.9974893750559178,0.048583431176475886,0.7450331125827815,0.8282442748091603,0
housing,0.16457675462879878,0.36309637861659333,0.9910487684146589,0.05824626355188368,0.7251655629139073,0.7709923664122138,0
products,0.012885057010940726,0.9677419354838711,0.34119891389310864,0.999826,0.000174,0.012209270053732058,1
cities,0.21724307454468264,0.857470866715241,0.7905294848909693,0.30289671138013247,0.8692162194432146,0.6137081728446083,1
products,0.033098114504518224,0.8387096774193549,0.321550847261303,0.999866,0.000134,0.034460846572443984,1
products,0.009668156342657795,0.7096774193548386,0.6469577838661422,0.990274,0.009726,0.011017740537618607,0
housing,0.25996766442196445,0.4207702625023951,0.9890991198369605,0.08914450140180559,0.5700883002207506,0.5229007633587786,0
products,0.08506185511759314,0.5806451612903226,0.33765382013165884,0.999834,0.000166,0.10805530705309778,0
education,0.0006201626533450582,0.2811111111111111,0.3466666666666667,0.3475650433622415,0.37222222222222223,0.2677777777777778,1
education,5.5753791257805526e-05,0.03222222222222223,0.0,0.7078052034689793,0.013333333333333326,0.03555555555555555,0
jobs,0.22995214253970783,0.5384615384615385,0.30769230769230776,0.6666666666666667,0.5,1.0,0
education,0.007321930646672915,0.7766666666666667,0.6177777777777778,0.07271514342895263,0.9866666666666666,0.6966666666666667,1
jobs,0.12094862066219518,0.9487179487179487,0.30769230769230776,0.3333333333333335,0.5,0.0,0
jobs,0.030710463649651538,0.5384615384615385,0.0,0.6666666666666667,0.5,0.0,0
housing,0.19176529991531524,0.42651849013220927,0.9995788462342536,0.04287802898186895,0.7651766004415012,0.7137404580152672,0
education,9.955845823771566e-06,0.0,0.05222222222222221,0.8719146097398266,0.1366666666666667,0.0,0
education,0.00020883817229794757,0.13333333333333333,0.14888888888888888,0.5390260173448966,0.10666666666666669,0.08111111111111112,0
jobs,0.1782003231598768,0.8974358974358974,0.30769230769230776,0.6666666666666667,0.5,0.0,0
jobs,0.053991846506765036,0.717948717948718,0.0,0.3333333333333335,0.5,1.0,0
education,0.0022314907013767566,0.5744444444444444,0.7155555555555556,0.18145430286857905,0.5977777777777777,0.5955555555555556,1
products,0.01993624752438812,1.0,0.4037623716583998,0.999602,0.000398,0.018582366498901833,1
jobs,0.18026053159542849,0.5641025641025641,0.6153846153846154,0.3333333333333335,0.5,0.4999999999999999,0
products,0.013228136162531741,0.6451612903225806,0.43740535696891786,0.99938,0.00062,0.015903604212339217,0
education,0.00013685237922476536,0.07777777777777778,0.04888888888888889,0.5630420280186791,0.03555555555555555,0.09888888888888887,0
education,6.363832814198058e-05,0.037777777777777785,0.013333333333333326,0.6911274182788526,0.1522222222222222,0.08555555555555555,0
housing,0.23052170249381948,0.4397394136807818,0.9983808003337759,0.12253606939939791,0.3465783664459161,0.9980916030534351,0
products,0.02800927773354319,0.4516129032258064,0.6410471459497009,0.991,0.009,0.03995643367908175,0
products,0.028694949823626803,0.5161290322580645,0.3420600052382248,0.999824,0.000176,0.03856060837805051,0
jobs,0.23085380483506773,0.6153846153846154,0.6153846153846154,0.6666666666666667,0.5,1.0,0
products,0.07414436123585089,0.7741935483870968,0.36225101606242377,0.99977,0.00023,0.08096140026026537,1
products,0.0275385947967431,0.806451612903226,0.6076792133084593,0.994192,0.005808,0.029317996759270194,0
jobs,0.033489946850732505,0.4102564102564103,0.0,1.0,0.5,0.0,0
jobs,0.216699504984831,0.7948717948717949,0.7692307692307694,0.0,0.5,0.4999999999999999,1
jobs,0.10228600933515893,0.717948717948718,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
products,0.015417200602680203,0.6451612903225806,0.44960623972127356,0.999272,0.000728,0.018542058442182752,0
jobs,0.45267300484739814,0.5128205128205129,0.9230769230769234,0.6666666666666667,0.5,1.0,1
products,0.08343376236636299,0.6774193548387097,0.43541942639006487,0.999396,0.000604,0.09799394956679201,0
education,0.0002447811650801944,0.13777777777777775,0.17777777777777778,0.485657104736491,0.14777777777777779,0.11333333333333333,0
cities,0.04325404234407956,0.6351818890928215,0.7500220569399648,0.51153438016452,0.3715596000227386,0.3555521204876755,0
products,0.0502286399260642,0.6774193548387097,0.32484081599967957,0.99986,0.00014,0.058972740645501155,0
products,0.028685349885357685,0.6129032258064515,0.1056436336932967,0.999994,6e-06,0.03545821568807834,0
jobs,0.02096685941517824,0.5641025641025641,0.0,0.3333333333333335,0.5,0.4999999999999999,0
education,6.389897681306919e-07,0.0,0.0,0.9906604402935291,0.039999999999999994,0.0,0
jobs,0.13190471664427497,0.7692307692307692,0.30769230769230776,0.6666666666666667,0.5,1.0,0
jobs,0.2769336289210108,0.6410256410256411,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
cities,0.3193367741936074,0.8606602617708485,0.8835482836563598,0.31339075479128925,0.8663265784451175,0.4668774168419181,1
products,0.011205673734416064,0.38709677419354843,0.16744119784379732,0.999984,1.6e-05,0.01709225028195836,0
jobs,0.3752148191152407,0.4102564102564103,0.6153846153846154,0.6666666666666667,0.5,1.0,0
products,0.05618455930880889,0.9354838709677419,0.296579175032927,0.999904,9.6e-05,0.05487890626339817,1
education,5.844373469412606e-06,0.0,0.0,0.9206137424949966,0.0,0.0,0
products,0.034036979861416176,0.8709677419354838,0.3437535365601753,0.99982,0.00018,0.03465836284283699,1
products,0.05012828051483245,0.9354838709677419,0.4732835810013155,0.999006,0.000994,0.048948011099802145,1
jobs,0.08713243132852617,1.0,0.0,1.0,0.5,0.0,0
jobs,0.23485605513754845,0.4615384615384615,0.30769230769230776,0.0,0.5,1.0,0
jobs,0.32435181783852796,0.8461538461538463,0.6153846153846154,0.3333333333333335,0.5,0.0,1
jobs,0.013501814884363738,1.0,0.0,1.0,0.5,1.0,0
cities,0.2695728461030322,0.7190626995007623,0.6537591097404323,0.38606121631913515,0.6716379956064297,0.7312424254220223,0
cities,0.30282000310623614,0.9275228303273467,1.0,0.04004527449822367,0.8641371895800889,0.8667401596930299,1
education,0.0004199965424635118,0.22666666666666666,0.17666666666666664,0.42228152101400934,0.19888888888888887,0.26,0
products,0.03037192890331196,0.5483870967741936,0.5243249890019469,0.998056,0.001944,0.03966288466620123,0
cities,0.05885025439396003,0.6033969487677583,0.7425773022147554,0.44554717213525874,0.47251363068364755,0.3826637872093245,0
jobs,0.07325556603070789,0.9487179487179487,0.0,1.0,0.5,0.4999999999999999,0
products,0.39788596527283054,0.4193548387096775,0.4029964780436092,0.999606,0.000394,0.584552033844827,0
products,0.007736399021315991,0.7419354838709679,0.3539293995836568,0.999794,0.000206,0.00857944627904734,0
products,0.008577540570673281,0.8709677419354838,0.26168965012959655,0.99994,6e-05,0.008641997148470039,1
products,0.0066466632953844675,0.8709677419354838,0.5213705974274542,0.99813,0.00187,0.006668881844115241,1
jobs,0.15728740935211324,0.6666666666666667,0.30769230769230776,0.3333333333333335,0.5,0.0,0
housing,0.327084923129101,0.5027783100210769,0.8952143129787294,0.17989778330263143,0.5474613686534218,0.08587786259541985,1
jobs,0.5796275698017628,0.717948717948718,0.9230769230769234,0.3333333333333335,0.5,0.4999999999999999,1
education,3.121615884597829e-06,0.0,0.010000000000000004,0.9559706470980653,0.0,0.0,0
jobs,0.16559503289397634,0.48717948717948717,0.30769230769230776,0.3333333333333335,0.5,0.4999999999999999,0
jobs,0.07854994207269299,0.717948717948718,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
jobs,0.21230936007665413,0.8717948717948718,0.6153846153846154,1.0,0.5,0.4999999999999999,1
