title,category,brand,price,stars,reviews,isBestSeller
Samsung Electronics Product,Electronics,Samsung,36.4,4.2,217,0
DeWalt Tools Product,Tools,DeWalt,1.0,4.3,201,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,8.79,4.7,378,0
Rain-X Automotive Product,Automotive,Rain-X,53.03,3.9,48,0
HarperCollins Books Product,Books,HarperCollins,64.55,4.7,48,0
DeWalt Tools Product,Tools,DeWalt,15.62,4.2,49,0
Maybelline Beauty Product,Beauty,Maybelline,2.75,3.9,3299,0
DeWalt Tools Product,Tools,DeWalt,41.34,3.6,1139,0
Random House Books Product,Books,Random House,91.93,4.1,80,0
Nike Sports Product,Sports,Nike,30.61,5.0,84,0
3M Automotive Product,Automotive,3M,20.14,3.8,1252,0
Rain-X Automotive Product,Automotive,Rain-X,52.39,3.7,3569,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,32.98,3.6,83,0
Adidas Clothing Product,Clothing,Adidas,152.15,4.6,0,0
Wiley Books Product,Books,Wiley,49.01,4.4,34,0
LEGO Toys Product,Toys,LEGO,72.08,4.7,4,0
Rain-X Automotive Product,Automotive,Rain-X,11.66,4.9,264,0
Bosch Automotive Product,Automotive,Bosch,22.32,4.6,77,0
Mattel Toys Product,Toys,Mattel,10.9,4.3,328,0
Mattel Toys Product,Toys,Mattel,25.49,2.6,91,0
Fisher-Price Toys Product,Toys,Fisher-Price,32.36,4.0,6167,0
LEGO Toys Product,Toys,LEGO,117.25,3.8,537,0
General Mills Food Product,Food,General Mills,74.25,4.6,17,0
Nike Sports Product,Sports,Nike,37.42,5.0,70,0
Reebok Sports Product,Sports,Reebok,113.66,4.3,308,0
Bosch Automotive Product,Automotive,Bosch,5.14,4.7,33,0
Armor All Automotive Product,Automotive,Armor All,48.16,4.3,217,0
Neutrogena Beauty Product,Beauty,Neutrogena,33.96,4.3,6014,0
DeWalt Tools Product,Tools,DeWalt,14.96,3.8,20,0
Kraft Food Product,Food,Kraft,8.73,4.3,703,0
Samsung Electronics Product,Electronics,Samsung,27.61,4.4,402,0
Black+Decker Tools Product,Tools,Black+Decker,56.8,4.3,136,0
Bosch Automotive Product,Automotive,Bosch,34.65,4.6,41,0
Wilson Sports Product,Sports,Wilson,72.65,4.3,497,0
Gap Clothing Product,Clothing,Gap,30.9,4.9,1627,0
Sony Electronics Product,Electronics,Sony,56.68,4.4,41,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,1.48,4.2,4472,0
Nike Sports Product,Sports,Nike,12.34,5.0,347,0
HarperCollins Books Product,Books,HarperCollins,15.34,4.5,124,0
Sony Electronics Product,Electronics,Sony,10.51,4.5,183,0
Fisher-Price Toys Product,Toys,Fisher-Price,69.56,4.1,38,0
3M Automotive Product,Automotive,3M,95.47,3.9,411,0
Under Armour Sports Product,Sports,Under Armour,32.34,3.9,288,0
Makita Tools Product,Tools,Makita,32.83,4.6,145,0
H&M Clothing Product,Clothing,H&M,29.92,3.8,49,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,3.11,4.7,280,0
Nestle Food Product,Food,Nestle,5.3,4.2,5,1
Bose Electronics Product,Electronics,Bose,20.32,4.6,4178,0
Armor All Automotive Product,Automotive,Armor All,3.71,3.7,885,0
Maybelline Beauty Product,Beauty,Maybelline,26.39,4.8,565,0
Norton Books Product,Books,Norton,15.07,3.7,54,0
Makita Tools Product,Tools,Makita,1.45,4.3,701,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,15.13,4.9,782,0
Anker Electronics Product,Electronics,Anker,16.65,3.2,4,0
DeWalt Tools Product,Tools,DeWalt,15.18,4.3,75,0
Meguiar's Automotive Product,Automotive,Meguiar's,9.62,3.8,0,0
Hasbro Toys Product,Toys,Hasbro,142.71,4.7,957,0
Wiley Books Product,Books,Wiley,93.35,4.5,28,0
Fisher-Price Toys Product,Toys,Fisher-Price,190.89,3.2,286,0
Nestle Food Product,Food,Nestle,4.06,4.3,244,0
LG Electronics Product,Electronics,LG,39.39,4.5,19,0
Samsung Electronics Product,Electronics,Samsung,11.98,4.5,8797,0
Random House Books Product,Books,Random House,23.82,4.3,18,0
DeWalt Tools Product,Tools,DeWalt,21.29,3.9,292,0
Samsung Electronics Product,Electronics,Samsung,57.36,5.0,3840,0
Adidas Clothing Product,Clothing,Adidas,57.11,3.9,424,0
Levi's Clothing Product,Clothing,Levi's,5.36,4.0,359,0
DeWalt Tools Product,Tools,DeWalt,293.85,4.2,1095,0
Levi's Clothing Product,Clothing,Levi's,10.02,4.0,1125,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,76.11,4.0,303,0
CeraVe Beauty Product,Beauty,CeraVe,6.59,4.6,24,0
Under Armour Sports Product,Sports,Under Armour,21.33,3.4,2946,0
Under Armour Sports Product,Sports,Under Armour,14.76,4.1,66,0
Norton Books Product,Books,Norton,16.93,4.4,567,0
Rain-X Automotive Product,Automotive,Rain-X,10.42,3.6,102,0
Campbell's Food Product,Food,Campbell's,52.76,4.2,175,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,37.17,3.3,10,0
Penguin Books Product,Books,Penguin,80.75,5.0,171,0
Kraft Food Product,Food,Kraft,7.98,4.4,2470,0
Stanley Tools Product,Tools,Stanley,246.69,5.0,269,0
Random House Books Product,Books,Random House,110.96,3.0,111,0
LEGO Toys Product,Toys,LEGO,4.58,4.3,0,0
Adidas Clothing Product,Clothing,Adidas,439.83,3.6,34,0
Under Armour Sports Product,Sports,Under Armour,67.85,5.0,79,0
Samsung Electronics Product,Electronics,Samsung,69.79,4.1,165,0
General Mills Food Product,Food,General Mills,82.23,5.0,437,0
LEGO Toys Product,Toys,LEGO,254.57,4.2,64,0
Nike Sports Product,Sports,Nike,4.82,3.9,103,0
Kraft Food Product,Food,Kraft,270.29,5.0,255,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,50.96,4.5,1,0
Milwaukee Tools Product,Tools,Milwaukee,10.3,3.1,35,0
HarperCollins Books Product,Books,HarperCollins,23.93,4.7,134,0
Armor All Automotive Product,Automotive,Armor All,181.35,4.6,433,0
Gap Clothing Product,Clothing,Gap,75.19,4.1,199,0
LG Electronics Product,Electronics,LG,87.57,4.0,294,0
Adidas Sports Product,Sports,Adidas,6.64,4.6,360,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,63.18,4.3,8,0
Hasbro Toys Product,Toys,Hasbro,7.03,4.5,205,0
Fisher-Price Toys Product,Toys,Fisher-Price,14.63,3.7,375,1
DeWalt Tools Product,Tools,DeWalt,197.41,4.3,3453,0
Zara Clothing Product,Clothing,Zara,25.77,5.0,675,1
3M Automotive Product,Automotive,3M,2.52,4.5,72,0
Milwaukee Tools Product,Tools,Milwaukee,63.99,4.0,4447,0
Kellogg's Food Product,Food,Kellogg's,77.41,4.2,1263,0
Makita Tools Product,Tools,Makita,18.73,4.8,151,0
L'Oreal Beauty Product,Beauty,L'Oreal,17.96,3.0,95,1
Milwaukee Tools Product,Tools,Milwaukee,2.04,3.6,395,0
Olay Beauty Product,Beauty,Olay,106.8,4.8,147,0
Bose Electronics Product,Electronics,Bose,23.64,4.5,72,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,609.15,4.5,42,0
Hasbro Toys Product,Toys,Hasbro,139.58,3.7,188,0
DeWalt Tools Product,Tools,DeWalt,165.68,2.8,343,0
Anker Electronics Product,Electronics,Anker,1.4,4.2,1187,0
Anker Electronics Product,Electronics,Anker,22.13,3.7,21,0
Olay Beauty Product,Beauty,Olay,92.77,4.1,33,0
Nike Sports Product,Sports,Nike,31.35,3.7,179,0
General Mills Food Product,Food,General Mills,50.39,4.5,345,0
DeWalt Tools Product,Tools,DeWalt,2.71,4.1,610,0
Levi's Clothing Product,Clothing,Levi's,12.68,4.2,84,0
Adidas Clothing Product,Clothing,Adidas,91.66,2.9,7307,0
DeWalt Tools Product,Tools,DeWalt,26.24,3.8,665,0
Campbell's Food Product,Food,Campbell's,13.45,4.1,411,0
Neutrogena Beauty Product,Beauty,Neutrogena,274.25,4.0,280,0
Penguin Books Product,Books,Penguin,187.81,3.4,13,0
Stanley Tools Product,Tools,Stanley,57.32,5.0,571,0
Maybelline Beauty Product,Beauty,Maybelline,73.88,3.6,84,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,18.43,3.8,219,0
General Mills Food Product,Food,General Mills,39.05,4.9,489,0
Hasbro Toys Product,Toys,Hasbro,52.85,3.5,1083,0
General Mills Food Product,Food,General Mills,52.2,5.0,199,0
Adidas Clothing Product,Clothing,Adidas,65.29,4.2,102,0
Makita Tools Product,Tools,Makita,40.7,4.5,63,0
Adidas Sports Product,Sports,Adidas,97.31,3.4,775,0
Reebok Sports Product,Sports,Reebok,50.39,4.2,589,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,20.23,3.9,118,0
Under Armour Sports Product,Sports,Under Armour,56.52,4.9,1048,0
Makita Tools Product,Tools,Makita,262.95,4.3,104,0
HarperCollins Books Product,Books,HarperCollins,80.85,4.6,363,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,133.44,3.7,680,0
Zara Clothing Product,Clothing,Zara,40.72,4.2,1509,0
Hasbro Toys Product,Toys,Hasbro,9.6,4.9,19,0
Kraft Food Product,Food,Kraft,28.39,4.6,90,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,166.55,4.7,309,0
Stanley Tools Product,Tools,Stanley,117.39,4.3,81,0
Under Armour Sports Product,Sports,Under Armour,1.62,3.4,134,0
General Mills Food Product,Food,General Mills,33.38,4.6,4046,0
Maybelline Beauty Product,Beauty,Maybelline,17.76,4.3,263,0
Mattel Toys Product,Toys,Mattel,228.16,4.4,698,0
Rain-X Automotive Product,Automotive,Rain-X,37.03,3.9,112,0
Norton Books Product,Books,Norton,26.71,3.4,113,0
Hasbro Toys Product,Toys,Hasbro,56.06,4.3,1340,0
Bose Electronics Product,Electronics,Bose,15.23,4.3,440,0
Fisher-Price Toys Product,Toys,Fisher-Price,30.3,3.9,11,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,55.4,4.0,1411,0
Nike Sports Product,Sports,Nike,44.87,4.7,9201,0
Reebok Sports Product,Sports,Reebok,12.38,3.0,87,0
Campbell's Food Product,Food,Campbell's,25.87,3.8,9,0
Random House Books Product,Books,Random House,4.15,4.1,14,0
Reebok Sports Product,Sports,Reebok,30.75,4.5,50,0
Meguiar's Automotive Product,Automotive,Meguiar's,18.46,4.0,44,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,91.95,5.0,23,0
Kraft Food Product,Food,Kraft,27.31,4.8,17800,0
Maybelline Beauty Product,Beauty,Maybelline,11.74,3.4,30,0
Random House Books Product,Books,Random House,40.8,3.6,511,0
Kraft Food Product,Food,Kraft,1.56,5.0,279,0
Hasbro Toys Product,Toys,Hasbro,12.66,4.4,646,0
Neutrogena Beauty Product,Beauty,Neutrogena,55.74,2.6,1754,0
Anker Electronics Product,Electronics,Anker,263.73,4.2,145,0
Fisher-Price Toys Product,Toys,Fisher-Price,11.54,4.8,19,0
Under Armour Sports Product,Sports,Under Armour,15.97,3.9,787,0
LEGO Toys Product,Toys,LEGO,14.42,4.7,3191,0
Sony Electronics Product,Electronics,Sony,53.62,4.5,27,0
Milwaukee Tools Product,Tools,Milwaukee,21.48,4.5,46,1
Nestle Food Product,Food,Nestle,27.75,3.9,39,0
Anker Electronics Product,Electronics,Anker,31.9,3.7,2277,1
Armor All Automotive Product,Automotive,Armor All,47.02,4.1,120,0
Milwaukee Tools Product,Tools,Milwaukee,31.38,3.5,101,0
Olay Beauty Product,Beauty,Olay,17.61,5.0,799,0
Wilson Sports Product,Sports,Wilson,38.77,4.0,37,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,19.7,4.4,242,0
Stanley Tools Product,Tools,Stanley,72.17,4.7,35,0
Anker Electronics Product,Electronics,Anker,44.66,3.7,51,0
Sony Electronics Product,Electronics,Sony,19.3,5.0,467,0
Samsung Electronics Product,Electronics,Samsung,81.85,3.5,183,0
Mattel Toys Product,Toys,Mattel,127.27,3.7,102,0
Sony Electronics Product,Electronics,Sony,4.45,3.8,65,0
Armor All Automotive Product,Automotive,Armor All,141.19,5.0,276,0
Wiley Books Product,Books,Wiley,49.28,4.5,50,0
Campbell's Food Product,Food,Campbell's,94.75,5.0,31958,0
Gap Clothing Product,Clothing,Gap,29.07,3.7,45,0
Bosch Automotive Product,Automotive,Bosch,71.42,4.1,8,0
Rain-X Automotive Product,Automotive,Rain-X,11.52,3.4,110,0
Adidas Clothing Product,Clothing,Adidas,45.47,4.6,48,0
Meguiar's Automotive Product,Automotive,Meguiar's,26.18,5.0,1121,0
HarperCollins Books Product,Books,HarperCollins,129.38,3.5,48,0
Adidas Clothing Product,Clothing,Adidas,112.43,4.4,767,0
LG Electronics Product,Electronics,LG,30.72,3.1,56,0
Milwaukee Tools Product,Tools,Milwaukee,3.79,5.0,73,1
Neutrogena Beauty Product,Beauty,Neutrogena,11.08,4.3,1219,0
Adidas Clothing Product,Clothing,Adidas,73.53,4.3,11,0
Adidas Sports Product,Sports,Adidas,8.53,5.0,17,0
Nike Sports Product,Sports,Nike,41.63,4.4,349,0
Maybelline Beauty Product,Beauty,Maybelline,74.68,4.7,180,0
Kellogg's Food Product,Food,Kellogg's,16.62,3.9,16,1
Bose Electronics Product,Electronics,Bose,64.58,3.4,43,0
Mattel Toys Product,Toys,Mattel,55.45,4.5,125,0
Bosch Automotive Product,Automotive,Bosch,9.08,3.8,11,0
Hasbro Toys Product,Toys,Hasbro,17.0,3.4,688,0
Anker Electronics Product,Electronics,Anker,17.46,4.3,97,0
Adidas Sports Product,Sports,Adidas,8.36,4.0,280,0
Samsung Electronics Product,Electronics,Samsung,21.95,4.3,96,0
Levi's Clothing Product,Clothing,Levi's,36.29,4.1,269,0
Adidas Clothing Product,Clothing,Adidas,53.73,4.5,226,0
Penguin Books Product,Books,Penguin,224.81,4.0,158,0
Reebok Sports Product,Sports,Reebok,19.14,4.2,1853,0
General Mills Food Product,Food,General Mills,305.33,4.3,13,0
Milwaukee Tools Product,Tools,Milwaukee,2.21,3.8,60,0
Nestle Food Product,Food,Nestle,8.17,2.9,1545,0
Mattel Toys Product,Toys,Mattel,20.57,4.0,521,0
Nestle Food Product,Food,Nestle,47.79,3.2,49,0
Hasbro Toys Product,Toys,Hasbro,148.58,4.3,375,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,11.74,5.0,301,0
LEGO Toys Product,Toys,LEGO,166.67,3.9,47,0
Nike Clothing Product,Clothing,Nike,239.7,4.8,328,0
DeWalt Tools Product,Tools,DeWalt,56.38,3.5,37,0
L'Oreal Beauty Product,Beauty,L'Oreal,22.35,4.0,96,0
Kellogg's Food Product,Food,Kellogg's,9.12,5.0,671,0
H&M Clothing Product,Clothing,H&M,16.53,4.1,39,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,9.08,3.7,50,0
Black+Decker Tools Product,Tools,Black+Decker,27.39,4.2,1046,0
LEGO Toys Product,Toys,LEGO,14.7,4.8,5,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,35.49,3.8,183,0
Neutrogena Beauty Product,Beauty,Neutrogena,141.5,4.0,674,0
Rain-X Automotive Product,Automotive,Rain-X,29.0,3.7,67,0
Maybelline Beauty Product,Beauty,Maybelline,90.9,4.4,492,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,44.82,3.5,673,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,19.09,3.8,75,0
Wiley Books Product,Books,Wiley,48.26,4.9,67,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,7.01,3.5,59,0
Levi's Clothing Product,Clothing,Levi's,93.22,4.4,605,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,8.81,4.0,433,0
General Mills Food Product,Food,General Mills,21.07,4.1,45833,0
Neutrogena Beauty Product,Beauty,Neutrogena,96.69,5.0,1134,0
Adidas Sports Product,Sports,Adidas,4.39,3.0,233,0
Olay Beauty Product,Beauty,Olay,4.46,3.9,18,0
Maybelline Beauty Product,Beauty,Maybelline,4.47,4.3,121,0
LG Electronics Product,Electronics,LG,73.27,4.6,216,0
Adidas Clothing Product,Clothing,Adidas,17.74,4.0,6238,0
Adidas Clothing Product,Clothing,Adidas,75.22,4.2,63,0
Mattel Toys Product,Toys,Mattel,82.57,3.4,34,0
Random House Books Product,Books,Random House,51.45,3.5,93,0
Kellogg's Food Product,Food,Kellogg's,138.97,4.5,903,0
Penguin Books Product,Books,Penguin,138.86,4.8,133,0
Black+Decker Tools Product,Tools,Black+Decker,231.98,5.0,138,0
Adidas Sports Product,Sports,Adidas,45.44,4.0,1099,0
Fisher-Price Toys Product,Toys,Fisher-Price,4.9,4.7,869,0
Hasbro Toys Product,Toys,Hasbro,90.96,3.7,11,0
Under Armour Sports Product,Sports,Under Armour,24.89,4.2,410,0
Olay Beauty Product,Beauty,Olay,11.54,4.0,13,0
Wiley Books Product,Books,Wiley,25.56,3.7,411,0
Anker Electronics Product,Electronics,Anker,11.03,5.0,44,1
Olay Beauty Product,Beauty,Olay,36.43,4.5,146,0
Black+Decker Tools Product,Tools,Black+Decker,5.08,5.0,40,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,31.89,4.4,158,0
H&M Clothing Product,Clothing,H&M,153.29,4.4,64,0
Apple Electronics Product,Electronics,Apple,140.77,4.9,60,0
H&M Clothing Product,Clothing,H&M,42.95,3.6,338,0
Stanley Tools Product,Tools,Stanley,38.15,4.1,305,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,15.45,4.6,37,0
Kraft Food Product,Food,Kraft,710.25,3.8,164,0
Levi's Clothing Product,Clothing,Levi's,136.54,5.0,39,0
Mattel Toys Product,Toys,Mattel,352.5,4.2,43,0
General Mills Food Product,Food,General Mills,223.14,4.5,76,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,111.37,4.6,67,0
Wilson Sports Product,Sports,Wilson,21.14,4.1,516,0
Stanley Tools Product,Tools,Stanley,10.41,5.0,483,0
LEGO Toys Product,Toys,LEGO,17.76,4.0,199,0
Kellogg's Food Product,Food,Kellogg's,26.64,3.9,141,0
Sony Electronics Product,Electronics,Sony,2.78,3.8,89,0
Bosch Automotive Product,Automotive,Bosch,3.85,3.4,284,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,40.73,4.5,4667,0
Kellogg's Food Product,Food,Kellogg's,188.88,5.0,89,0
LG Electronics Product,Electronics,LG,8.66,4.0,424,0
General Mills Food Product,Food,General Mills,445.0,4.9,1205,0
Armor All Automotive Product,Automotive,Armor All,45.93,3.1,312,0
Black+Decker Tools Product,Tools,Black+Decker,118.44,4.3,78,0
Maybelline Beauty Product,Beauty,Maybelline,46.15,2.2,32,0
Norton Books Product,Books,Norton,25.1,4.6,58,0
Apple Electronics Product,Electronics,Apple,210.61,3.3,655,0
Wiley Books Product,Books,Wiley,53.43,3.9,232,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,3.26,4.7,224,1
Mattel Toys Product,Toys,Mattel,90.82,4.3,82,0
LG Electronics Product,Electronics,LG,48.96,4.9,72,0
Mattel Toys Product,Toys,Mattel,56.43,4.9,580,0
CeraVe Beauty Product,Beauty,CeraVe,35.24,4.5,219,0
L'Oreal Beauty Product,Beauty,L'Oreal,7.06,4.4,7,0
Campbell's Food Product,Food,Campbell's,5.19,4.3,294,0
Levi's Clothing Product,Clothing,Levi's,11.81,4.7,212,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,12.25,3.8,123,1
Zara Clothing Product,Clothing,Zara,117.53,5.0,67929,0
Nike Sports Product,Sports,Nike,1.38,5.0,65,0
Bosch Automotive Product,Automotive,Bosch,4.64,4.3,74,0
Under Armour Sports Product,Sports,Under Armour,24.17,3.9,303,0
Levi's Clothing Product,Clothing,Levi's,18.83,5.0,275,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,207.73,4.6,60,0
Nike Sports Product,Sports,Nike,39.09,3.9,33,0
Norton Books Product,Books,Norton,26.58,4.0,71,0
Zara Clothing Product,Clothing,Zara,37.9,4.2,414,0
Sony Electronics Product,Electronics,Sony,74.59,5.0,2,0
Neutrogena Beauty Product,Beauty,Neutrogena,258.38,3.2,833,0
Anker Electronics Product,Electronics,Anker,12.75,4.5,95,0
Neutrogena Beauty Product,Beauty,Neutrogena,10.39,5.0,19,0
Olay Beauty Product,Beauty,Olay,9.5,4.1,93,0
Levi's Clothing Product,Clothing,Levi's,80.05,5.0,3176,0
Anker Electronics Product,Electronics,Anker,723.35,3.4,187,0
Levi's Clothing Product,Clothing,Levi's,140.56,3.8,182,0
Milwaukee Tools Product,Tools,Milwaukee,172.74,4.4,426,0
LG Electronics Product,Electronics,LG,17.5,3.3,213,0
Black+Decker Tools Product,Tools,Black+Decker,33.05,4.1,52,0
Random House Books Product,Books,Random House,28.91,3.4,12,0
LG Electronics Product,Electronics,LG,66.37,2.7,1604,0
LG Electronics Product,Electronics,LG,43.53,3.6,60,0
CeraVe Beauty Product,Beauty,CeraVe,5.25,4.7,44,0
Apple Electronics Product,Electronics,Apple,61.62,3.9,83,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,331.77,3.5,11,0
Nestle Food Product,Food,Nestle,5.55,4.3,51,0
Stanley Tools Product,Tools,Stanley,164.73,4.9,641,0
Nike Clothing Product,Clothing,Nike,29.11,4.8,182,0
Wiley Books Product,Books,Wiley,10.3,4.8,1312,1
Milwaukee Tools Product,Tools,Milwaukee,3.76,3.6,1978,1
Maybelline Beauty Product,Beauty,Maybelline,58.58,4.3,235,0
Wilson Sports Product,Sports,Wilson,110.53,3.8,513,0
Norton Books Product,Books,Norton,10.15,4.0,302,0
Neutrogena Beauty Product,Beauty,Neutrogena,34.01,3.3,59,0
Fisher-Price Toys Product,Toys,Fisher-Price,12.17,4.7,91,0
Bosch Automotive Product,Automotive,Bosch,165.62,3.8,1613,0
Sony Electronics Product,Electronics,Sony,28.55,4.5,67,0
Hasbro Toys Product,Toys,Hasbro,12.51,3.5,691,0
CeraVe Beauty Product,Beauty,CeraVe,14.29,4.7,1981,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,20.63,4.1,298,0
Gap Clothing Product,Clothing,Gap,108.62,3.8,1082,0
Campbell's Food Product,Food,Campbell's,8.91,4.7,3536,0
Hasbro Toys Product,Toys,Hasbro,13.3,4.3,267,0
Gap Clothing Product,Clothing,Gap,85.89,3.9,5399,0
Neutrogena Beauty Product,Beauty,Neutrogena,60.68,3.9,310,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,653.43,4.4,116,0
H&M Clothing Product,Clothing,H&M,27.64,4.6,120,0
LG Electronics Product,Electronics,LG,16.67,4.4,92,0
Hasbro Toys Product,Toys,Hasbro,118.89,5.0,48,0
Black+Decker Tools Product,Tools,Black+Decker,17.65,5.0,20,1
Anker Electronics Product,Electronics,Anker,30.78,4.3,73,0
HarperCollins Books Product,Books,HarperCollins,111.63,4.1,141,0
Hasbro Toys Product,Toys,Hasbro,26.64,4.1,289,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,146.89,4.0,1574,0
Sony Electronics Product,Electronics,Sony,4.54,4.0,471,0
Penguin Books Product,Books,Penguin,33.01,4.2,2276,0
Milwaukee Tools Product,Tools,Milwaukee,21.23,3.4,36,1
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,39.62,4.0,2619,0
Rain-X Automotive Product,Automotive,Rain-X,2.43,4.3,79,0
Kellogg's Food Product,Food,Kellogg's,46.51,4.3,15,0
HarperCollins Books Product,Books,HarperCollins,85.24,3.3,11,0
Anker Electronics Product,Electronics,Anker,104.88,4.5,1279,0
Hasbro Toys Product,Toys,Hasbro,34.63,3.9,4,0
HarperCollins Books Product,Books,HarperCollins,4.31,4.5,573,0
LG Electronics Product,Electronics,LG,20.11,4.6,160,0
Kraft Food Product,Food,Kraft,38.04,3.5,29,0
Stanley Tools Product,Tools,Stanley,3.68,3.5,1257,0
Nike Clothing Product,Clothing,Nike,144.07,4.3,67,0
Kellogg's Food Product,Food,Kellogg's,127.85,3.5,922,0
Levi's Clothing Product,Clothing,Levi's,29.64,3.4,433,0
Mattel Toys Product,Toys,Mattel,217.86,4.2,2934,0
Makita Tools Product,Tools,Makita,27.19,4.3,51,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,10.79,4.6,109,0
LEGO Toys Product,Toys,LEGO,10.05,4.5,169,0
Wiley Books Product,Books,Wiley,14.66,3.7,7783,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,34.48,5.0,810,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,139.3,3.3,30,0
DeWalt Tools Product,Tools,DeWalt,136.77,4.5,9,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,47.33,3.5,720,0
Samsung Electronics Product,Electronics,Samsung,15.84,3.8,56,0
Bosch Automotive Product,Automotive,Bosch,227.58,4.3,375,0
HarperCollins Books Product,Books,HarperCollins,22.34,4.7,321,1
Kellogg's Food Product,Food,Kellogg's,56.88,4.6,74,0
Milwaukee Tools Product,Tools,Milwaukee,5.96,4.3,166,0
Black+Decker Tools Product,Tools,Black+Decker,5.91,3.9,709,0
Anker Electronics Product,Electronics,Anker,314.41,5.0,379,0
Wiley Books Product,Books,Wiley,211.52,5.0,31,0
Wilson Sports Product,Sports,Wilson,8.87,3.3,494,0
Random House Books Product,Books,Random House,69.53,5.0,1329,1
Under Armour Sports Product,Sports,Under Armour,32.07,3.7,334,0
Apple Electronics Product,Electronics,Apple,19.65,4.5,2152,0
LG Electronics Product,Electronics,LG,17.3,4.8,103,0
H&M Clothing Product,Clothing,H&M,57.3,5.0,67,0
Meguiar's Automotive Product,Automotive,Meguiar's,21.55,5.0,2,0
Campbell's Food Product,Food,Campbell's,498.0,3.8,126,0
Nestle Food Product,Food,Nestle,20.47,5.0,3,0
H&M Clothing Product,Clothing,H&M,1.94,4.6,227,0
LG Electronics Product,Electronics,LG,34.84,4.5,233,0
Campbell's Food Product,Food,Campbell's,81.71,3.5,881,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,74.13,5.0,416,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,148.33,3.4,9,0
Mattel Toys Product,Toys,Mattel,111.01,3.9,211,0
CeraVe Beauty Product,Beauty,CeraVe,92.21,4.0,12,0
Under Armour Sports Product,Sports,Under Armour,85.11,3.9,438,0
Makita Tools Product,Tools,Makita,16.5,3.8,5,0
Mattel Toys Product,Toys,Mattel,13.76,5.0,4484,0
Fisher-Price Toys Product,Toys,Fisher-Price,36.06,3.7,762,0
Gap Clothing Product,Clothing,Gap,30.16,5.0,7,0
HarperCollins Books Product,Books,HarperCollins,65.33,4.4,198,0
Apple Electronics Product,Electronics,Apple,7.18,4.4,294,0
Black+Decker Tools Product,Tools,Black+Decker,2.8,4.4,149,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,28.44,3.7,282,0
Wilson Sports Product,Sports,Wilson,24.66,4.7,52,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,2.74,4.0,2270,1
Sony Electronics Product,Electronics,Sony,29.16,5.0,11,0
Meguiar's Automotive Product,Automotive,Meguiar's,21.95,3.1,123,0
Stanley Tools Product,Tools,Stanley,18.43,4.6,31,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,38.16,3.8,17,1
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,52.23,5.0,3552,0
Anker Electronics Product,Electronics,Anker,30.77,3.9,193,0
